season,league_slug,div,match_date,home_team,away_team,fthg,ftag,ftr,referee,b365h,b365d,b365a,avg_h,avg_d,avg_a,fetched_at,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellows,away_yellows,home_reds,away_reds
2020/2021,eng.1,E0,27/12/2020,Leeds,Burnley,1,0,H,R Jones,1.72,4.0,4.33,1.75,3.98,4.5,2026-07-20T17:14:54.283248,,,,,,,,,,,,
2020/2021,eng.1,E0,27/12/2020,West Ham,Brighton,2,2,D,S Hooper,2.3,3.4,3.1,2.37,3.32,3.11,2026-07-20T17:14:54.283265,,,,,,,,,,,,
2020/2021,eng.1,E0,27/12/2020,Liverpool,West Brom,1,1,D,K Friend,1.11,10.0,19.0,1.13,9.05,20.61,2026-07-20T17:14:54.283281,,,,,,,,,,,,
2020/2021,eng.1,E0,27/12/2020,Wolves,Tottenham,1,1,D,P Tierney,3.6,3.25,2.15,3.62,3.28,2.16,2026-07-20T17:14:54.283297,,,,,,,,,,,,
2020/2021,eng.1,E0,28/12/2020,Crystal Palace,Leicester,1,1,D,G Scott,3.75,3.5,2.0,3.81,3.52,2.01,2026-07-20T17:14:54.283316,,,,,,,,,,,,
2020/2021,eng.1,E0,28/12/2020,Chelsea,Aston Villa,1,1,D,S Attwell,1.61,4.2,5.0,1.69,4.18,4.72,2026-07-20T17:14:54.283341,,,,,,,,,,,,
2020/2021,eng.1,E0,29/12/2020,Brighton,Arsenal,0,1,A,M Atkinson,3.25,3.5,2.2,3.22,3.38,2.29,2026-07-20T17:14:54.283358,,,,,,,,,,,,
2020/2021,eng.1,E0,29/12/2020,Burnley,Sheffield United,1,0,H,C Kavanagh,2.37,3.1,3.25,2.41,3.15,3.22,2026-07-20T17:14:54.283374,,,,,,,,,,,,
2020/2021,eng.1,E0,29/12/2020,Southampton,West Ham,0,0,D,A Madley,2.1,3.6,3.4,2.19,3.48,3.33,2026-07-20T17:14:54.283390,,,,,,,,,,,,
2020/2021,eng.1,E0,29/12/2020,West Brom,Leeds,0,5,A,L Mason,3.6,3.6,2.0,3.59,3.67,2.03,2026-07-20T17:14:54.283407,,,,,,,,,,,,
2020/2021,eng.1,E0,29/12/2020,Man United,Wolves,1,0,H,J Moss,1.53,4.2,6.25,1.55,4.21,6.1,2026-07-20T17:14:54.283425,,,,,,,,,,,,
2020/2021,eng.1,E0,30/12/2020,Newcastle,Liverpool,0,0,D,P Tierney,12.0,6.0,1.25,9.81,5.93,1.29,2026-07-20T17:14:54.283442,,,,,,,,,,,,
2020/2021,eng.1,E0,01/01/2021,Everton,West Ham,0,1,A,K Friend,2.1,3.5,3.5,2.15,3.44,3.5,2026-07-20T17:14:54.283459,,,,,,,,,,,,
2020/2021,eng.1,E0,01/01/2021,Man United,Aston Villa,2,1,H,M Oliver,1.72,4.2,4.2,1.74,4.14,4.42,2026-07-20T17:14:54.283475,,,,,,,,,,,,
2020/2021,eng.1,E0,02/01/2021,Tottenham,Leeds,3,0,H,D Coote,1.75,4.1,4.2,1.8,4.05,4.15,2026-07-20T17:14:54.283497,,,,,,,,,,,,
2020/2021,eng.1,E0,02/01/2021,Crystal Palace,Sheffield United,2,0,H,S Attwell,1.95,3.5,3.9,2.01,3.4,3.93,2026-07-20T17:14:54.283514,,,,,,,,,,,,
2020/2021,eng.1,E0,02/01/2021,Brighton,Wolves,3,3,D,A Madley,2.62,3.25,2.75,2.66,3.15,2.85,2026-07-20T17:14:54.283530,,,,,,,,,,,,
2020/2021,eng.1,E0,02/01/2021,West Brom,Arsenal,0,4,A,M Atkinson,5.75,4.0,1.57,5.78,4.01,1.61,2026-07-20T17:14:54.283547,,,,,,,,,,,,
2020/2021,eng.1,E0,03/01/2021,Newcastle,Leicester,1,2,A,R Jones,5.25,4.2,1.61,5.19,3.97,1.67,2026-07-20T17:14:54.283564,,,,,,,,,,,,
2020/2021,eng.1,E0,03/01/2021,Chelsea,Man City,1,3,A,A Taylor,3.0,3.7,2.2,3.01,3.66,2.24,2026-07-20T17:14:54.283580,,,,,,,,,,,,
2020/2021,eng.1,E0,04/01/2021,Southampton,Liverpool,1,0,H,A Marriner,5.0,4.33,1.61,4.89,4.24,1.65,2026-07-20T17:14:54.283599,,,,,,,,,,,,
2020/2021,eng.1,E0,12/01/2021,Sheffield United,Newcastle,1,0,H,A Madley,2.45,3.1,3.1,2.49,3.11,3.13,2026-07-20T17:14:54.283616,,,,,,,,,,,,
2020/2021,eng.1,E0,12/01/2021,Burnley,Man United,0,1,A,K Friend,7.0,4.5,1.45,7.03,4.56,1.47,2026-07-20T17:14:54.283633,,,,,,,,,,,,
2020/2021,eng.1,E0,12/01/2021,Wolves,Everton,1,2,A,M Atkinson,2.45,3.1,3.1,2.5,3.12,3.1,2026-07-20T17:14:54.283650,,,,,,,,,,,,
2020/2021,eng.1,E0,13/01/2021,Man City,Brighton,1,0,H,D England,1.14,8.5,16.0,1.18,7.48,15.78,2026-07-20T17:14:54.283667,,,,,,,,,,,,
2020/2021,eng.1,E0,13/01/2021,Tottenham,Fulham,1,1,D,P Tierney,1.36,5.0,8.5,1.4,4.91,7.98,2026-07-20T17:14:54.283684,,,,,,,,,,,,
2020/2021,eng.1,E0,14/01/2021,Arsenal,Crystal Palace,0,0,D,A Marriner,1.53,4.0,6.5,1.55,4.1,6.37,2026-07-20T17:14:54.283701,,,,,,,,,,,,
2020/2021,eng.1,E0,16/01/2021,Wolves,West Brom,2,3,A,M Oliver,1.6,3.5,7.0,1.61,3.67,6.71,2026-07-20T17:14:54.283729,,,,,,,,,,,,
2020/2021,eng.1,E0,16/01/2021,Leeds,Brighton,0,1,A,K Friend,2.1,3.5,3.4,2.17,3.57,3.31,2026-07-20T17:14:54.283750,,,,,,,,,,,,
2020/2021,eng.1,E0,16/01/2021,West Ham,Burnley,1,0,H,C Kavanagh,1.8,3.5,4.75,1.84,3.49,4.69,2026-07-20T17:14:54.283766,,,,,,,,,,,,
2020/2021,eng.1,E0,16/01/2021,Fulham,Chelsea,0,1,A,P Bankes,6.5,4.33,1.5,6.3,4.21,1.55,2026-07-20T17:14:54.283783,,,,,,,,,,,,
2020/2021,eng.1,E0,16/01/2021,Leicester,Southampton,2,0,H,S Attwell,1.8,3.75,4.5,1.8,3.72,4.58,2026-07-20T17:14:54.283800,,,,,,,,,,,,
2020/2021,eng.1,E0,17/01/2021,Sheffield United,Tottenham,1,3,A,A Marriner,6.25,3.75,1.6,5.96,3.73,1.65,2026-07-20T17:14:54.283818,,,,,,,,,,,,
2020/2021,eng.1,E0,17/01/2021,Liverpool,Man United,0,0,D,P Tierney,1.95,3.8,3.6,1.97,3.84,3.65,2026-07-20T17:14:54.283834,,,,,,,,,,,,
2020/2021,eng.1,E0,17/01/2021,Man City,Crystal Palace,4,0,H,L Mason,1.14,8.5,17.0,1.17,7.67,17.03,2026-07-20T17:14:54.283851,,,,,,,,,,,,
2020/2021,eng.1,E0,18/01/2021,Arsenal,Newcastle,3,0,H,D Coote,1.4,4.5,8.0,1.44,4.61,7.54,2026-07-20T17:14:54.283868,,,,,,,,,,,,
2020/2021,eng.1,E0,19/01/2021,West Ham,West Brom,2,1,H,G Scott,1.57,4.2,5.5,1.58,4.08,6.09,2026-07-20T17:14:54.283884,,,,,,,,,,,,
2020/2021,eng.1,E0,19/01/2021,Leicester,Chelsea,2,0,H,C Pawson,2.87,3.4,2.45,2.9,3.41,2.49,2026-07-20T17:14:54.283901,,,,,,,,,,,,
2020/2021,eng.1,E0,20/01/2021,Man City,Aston Villa,2,0,H,J Moss,1.22,6.5,12.0,1.25,6.21,11.36,2026-07-20T17:14:54.283918,,,,,,,,,,,,
2020/2021,eng.1,E0,20/01/2021,Fulham,Man United,1,2,A,M Atkinson,6.0,4.33,1.53,6.05,4.31,1.55,2026-07-20T17:14:54.283934,,,,,,,,,,,,
2020/2021,eng.1,E0,21/01/2021,Liverpool,Burnley,0,1,A,M Dean,1.18,7.5,15.0,1.2,7.05,14.89,2026-07-20T17:14:54.283951,,,,,,,,,,,,
2020/2021,eng.1,E0,23/01/2021,Aston Villa,Newcastle,2,0,H,S Hooper,1.45,4.75,6.5,1.5,4.53,6.37,2026-07-20T17:14:54.283967,,,,,,,,,,,,
2020/2021,eng.1,E0,26/01/2021,Crystal Palace,West Ham,2,3,A,S Attwell,3.1,3.25,2.37,3.16,3.27,2.39,2026-07-20T17:14:54.283983,,,,,,,,,,,,
2020/2021,eng.1,E0,26/01/2021,Newcastle,Leeds,1,2,A,A Taylor,3.9,3.8,1.85,3.83,3.83,1.93,2026-07-20T17:14:54.283999,,,,,,,,,,,,
2020/2021,eng.1,E0,26/01/2021,Southampton,Arsenal,1,3,A,K Friend,3.5,3.6,2.05,3.49,3.6,2.09,2026-07-20T17:14:54.284015,,,,,,,,,,,,
2020/2021,eng.1,E0,26/01/2021,West Brom,Man City,0,5,A,C Kavanagh,15.0,7.5,1.18,15.44,7.06,1.2,2026-07-20T17:14:54.284032,,,,,,,,,,,,
2020/2021,eng.1,E0,27/01/2021,Burnley,Aston Villa,3,2,H,P Tierney,3.8,3.5,1.95,3.84,3.53,2.0,2026-07-20T17:14:54.284049,,,,,,,,,,,,
2020/2021,eng.1,E0,27/01/2021,Chelsea,Wolves,0,0,D,A Madley,1.6,4.2,5.25,1.62,4.08,5.53,2026-07-20T17:14:54.284066,,,,,,,,,,,,
2020/2021,eng.1,E0,27/01/2021,Brighton,Fulham,0,0,D,C Pawson,2.05,3.4,3.75,2.06,3.38,3.82,2026-07-20T17:14:54.284088,,,,,,,,,,,,
2020/2021,eng.1,E0,27/01/2021,Everton,Leicester,1,1,D,M Dean,2.8,3.3,2.55,2.83,3.25,2.61,2026-07-20T17:14:54.284104,,,,,,,,,,,,
2020/2021,eng.1,E0,27/01/2021,Man United,Sheffield United,1,2,A,P Bankes,1.25,6.0,11.0,1.28,5.94,10.6,2026-07-20T17:14:54.284121,,,,,,,,,,,,
2020/2021,eng.1,E0,28/01/2021,Tottenham,Liverpool,1,3,A,M Atkinson,3.2,3.6,2.2,3.22,3.54,2.22,2026-07-20T17:14:54.284147,,,,,,,,,,,,
2020/2021,eng.1,E0,30/01/2021,Everton,Newcastle,0,2,A,S Attwell,1.55,4.0,6.5,1.59,3.95,6.27,2026-07-20T17:14:54.284164,,,,,,,,,,,,
2020/2021,eng.1,E0,30/01/2021,Crystal Palace,Wolves,1,0,H,S Hooper,2.87,3.2,2.55,2.96,3.1,2.61,2026-07-20T17:14:54.284180,,,,,,,,,,,,
2020/2021,eng.1,E0,30/01/2021,Man City,Sheffield United,1,0,H,D Coote,1.12,9.0,18.0,1.13,8.75,21.73,2026-07-20T17:14:54.284200,,,,,,,,,,,,
2020/2021,eng.1,E0,30/01/2021,West Brom,Fulham,2,2,D,A Taylor,3.3,3.2,2.3,3.33,3.19,2.32,2026-07-20T17:14:54.284217,,,,,,,,,,,,
2020/2021,eng.1,E0,30/01/2021,Arsenal,Man United,0,0,D,M Oliver,2.8,3.5,2.45,2.86,3.4,2.51,2026-07-20T17:14:54.284233,,,,,,,,,,,,
2020/2021,eng.1,E0,30/01/2021,Southampton,Aston Villa,0,1,A,L Mason,2.8,3.6,2.37,2.86,3.59,2.41,2026-07-20T17:14:54.284249,,,,,,,,,,,,
2020/2021,eng.1,E0,31/01/2021,Chelsea,Burnley,2,0,H,G Scott,1.33,5.0,9.5,1.34,5.15,9.64,2026-07-20T17:14:54.284266,,,,,,,,,,,,
2020/2021,eng.1,E0,31/01/2021,Leicester,Leeds,1,3,A,C Kavanagh,1.8,4.0,4.2,1.82,4.02,4.11,2026-07-20T17:14:54.284282,,,,,,,,,,,,
2020/2021,eng.1,E0,31/01/2021,West Ham,Liverpool,1,3,A,J Moss,4.33,4.0,1.75,4.39,3.99,1.77,2026-07-20T17:14:54.284298,,,,,,,,,,,,
2020/2021,eng.1,E0,31/01/2021,Brighton,Tottenham,1,0,H,P Bankes,3.2,3.4,2.25,3.12,3.36,2.35,2026-07-20T17:14:54.284313,,,,,,,,,,,,
2020/2021,eng.1,E0,02/02/2021,Sheffield United,West Brom,2,1,H,P Tierney,2.0,3.3,4.0,2.05,3.3,3.99,2026-07-20T17:14:54.284330,,,,,,,,,,,,
2020/2021,eng.1,E0,02/02/2021,Wolves,Arsenal,2,1,H,C Pawson,3.6,3.3,2.1,3.63,3.29,2.17,2026-07-20T17:14:54.284349,,,,,,,,,,,,
2020/2021,eng.1,E0,02/02/2021,Man United,Southampton,9,0,H,M Dean,1.4,4.75,7.0,1.44,4.73,7.22,2026-07-20T17:14:54.284366,,,,,,,,,,,,
2020/2021,eng.1,E0,02/02/2021,Newcastle,Crystal Palace,1,2,A,D England,2.8,3.2,2.6,2.91,3.15,2.63,2026-07-20T17:14:54.284381,,,,,,,,,,,,
2020/2021,eng.1,E0,03/02/2021,Burnley,Man City,0,2,A,M Atkinson,13.0,7.0,1.2,14.33,6.54,1.22,2026-07-20T17:14:54.284398,,,,,,,,,,,,
2020/2021,eng.1,E0,03/02/2021,Fulham,Leicester,0,2,A,R Jones,4.0,3.5,1.9,4.0,3.49,1.97,2026-07-20T17:14:54.284415,,,,,,,,,,,,
2020/2021,eng.1,E0,03/02/2021,Leeds,Everton,1,2,A,M Oliver,2.5,3.5,2.7,2.47,3.63,2.75,2026-07-20T17:14:54.284431,,,,,,,,,,,,
2020/2021,eng.1,E0,03/02/2021,Aston Villa,West Ham,1,3,A,A Madley,2.2,3.4,3.25,2.21,3.43,3.33,2026-07-20T17:14:54.284447,,,,,,,,,,,,
2020/2021,eng.1,E0,03/02/2021,Liverpool,Brighton,0,1,A,K Friend,1.33,5.25,9.0,1.36,5.23,8.38,2026-07-20T17:14:54.284465,,,,,,,,,,,,
2020/2021,eng.1,E0,04/02/2021,Tottenham,Chelsea,0,1,A,A Marriner,3.5,3.4,2.1,3.48,3.43,2.16,2026-07-20T17:14:54.284482,,,,,,,,,,,,
2020/2021,eng.1,E0,06/02/2021,Aston Villa,Arsenal,1,0,H,C Kavanagh,2.62,3.5,2.6,2.74,3.47,2.56,2026-07-20T17:14:54.284498,,,,,,,,,,,,
2020/2021,eng.1,E0,06/02/2021,Burnley,Brighton,1,1,D,A Taylor,3.6,3.1,2.2,3.58,3.17,2.22,2026-07-20T17:14:54.284514,,,,,,,,,,,,
2020/2021,eng.1,E0,06/02/2021,Newcastle,Southampton,3,2,H,C Pawson,3.0,3.3,2.4,2.99,3.27,2.47,2026-07-20T17:14:54.284530,,,,,,,,,,,,
2020/2021,eng.1,E0,06/02/2021,Fulham,West Ham,0,0,D,M Dean,3.6,3.5,2.05,3.57,3.46,2.1,2026-07-20T17:14:54.284550,,,,,,,,,,,,
2020/2021,eng.1,E0,06/02/2021,Man United,Everton,3,3,D,J Moss,1.53,4.2,6.0,1.56,4.26,5.99,2026-07-20T17:14:54.284566,,,,,,,,,,,,
2020/2021,eng.1,E0,07/02/2021,Tottenham,West Brom,2,0,H,S Attwell,1.45,4.5,7.0,1.46,4.51,7.23,2026-07-20T17:14:54.284583,,,,,,,,,,,,
2020/2021,eng.1,E0,07/02/2021,Wolves,Leicester,0,0,D,M Atkinson,3.5,3.4,2.1,3.52,3.37,2.16,2026-07-20T17:14:54.284599,,,,,,,,,,,,
2020/2021,eng.1,E0,07/02/2021,Liverpool,Man City,1,4,A,M Oliver,3.4,3.6,2.05,3.37,3.63,2.12,2026-07-20T17:14:54.284617,,,,,,,,,,,,
2020/2021,eng.1,E0,07/02/2021,Sheffield United,Chelsea,1,2,A,K Friend,7.0,4.5,1.45,7.18,4.38,1.48,2026-07-20T17:14:54.284633,,,,,,,,,,,,
2020/2021,eng.1,E0,08/02/2021,Leeds,Crystal Palace,2,0,H,A Marriner,1.8,3.8,4.2,1.86,3.82,4.06,2026-07-20T17:14:54.284649,,,,,,,,,,,,
2020/2021,eng.1,E0,13/02/2021,Leicester,Liverpool,3,1,H,A Taylor,3.5,3.4,2.1,3.45,3.49,2.14,2026-07-20T17:14:54.284668,,,,,,,,,,,,
2020/2021,eng.1,E0,13/02/2021,Crystal Palace,Burnley,0,3,A,M Oliver,2.37,3.1,3.2,2.42,3.11,3.22,2026-07-20T17:14:54.284684,,,,,,,,,,,,
2020/2021,eng.1,E0,13/02/2021,Man City,Tottenham,3,0,H,P Tierney,1.28,5.75,9.5,1.33,5.56,8.65,2026-07-20T17:14:54.284701,,,,,,,,,,,,
2020/2021,eng.1,E0,13/02/2021,Brighton,Aston Villa,0,0,D,D England,2.7,3.5,2.5,2.77,3.4,2.56,2026-07-20T17:14:54.284729,,,,,,,,,,,,
2020/2021,eng.1,E0,14/02/2021,Southampton,Wolves,1,2,A,G Scott,2.37,3.2,3.1,2.42,3.21,3.12,2026-07-20T17:14:54.284753,,,,,,,,,,,,
2020/2021,eng.1,E0,14/02/2021,West Brom,Man United,1,1,D,C Pawson,10.0,5.5,1.3,9.19,5.52,1.33,2026-07-20T17:14:54.284772,,,,,,,,,,,,
2020/2021,eng.1,E0,14/02/2021,Arsenal,Leeds,4,2,H,S Attwell,1.83,3.8,4.0,1.89,3.77,3.98,2026-07-20T17:14:54.284789,,,,,,,,,,,,
2020/2021,eng.1,E0,14/02/2021,Everton,Fulham,0,2,A,A Madley,1.85,3.6,4.2,1.93,3.53,4.09,2026-07-20T17:14:54.284811,,,,,,,,,,,,
2020/2021,eng.1,E0,15/02/2021,West Ham,Sheffield United,3,0,H,S Hooper,1.66,3.75,5.25,1.73,3.74,5.04,2026-07-20T17:14:54.284832,,,,,,,,,,,,
2020/2021,eng.1,E0,15/02/2021,Chelsea,Newcastle,2,0,H,P Bankes,1.22,6.5,12.0,1.24,6.36,11.97,2026-07-20T17:14:54.284850,,,,,,,,,,,,
2020/2021,eng.1,E0,17/02/2021,Burnley,Fulham,1,1,D,J Moss,2.75,3.2,2.7,2.77,3.15,2.72,2026-07-20T17:14:54.284866,,,,,,,,,,,,
2020/2021,eng.1,E0,17/02/2021,Everton,Man City,1,3,A,A Marriner,8.5,5.5,1.33,8.56,5.33,1.35,2026-07-20T17:14:54.284884,,,,,,,,,,,,
2020/2021,eng.1,E0,19/02/2021,Wolves,Leeds,1,0,H,D Coote,2.37,3.3,3.0,2.38,3.36,3.08,2026-07-20T17:14:54.284901,,,,,,,,,,,,
2020/2021,eng.1,E0,20/02/2021,Southampton,Chelsea,1,1,D,A Taylor,5.0,3.8,1.7,4.93,3.76,1.74,2026-07-20T17:14:54.284918,,,,,,,,,,,,
2020/2021,eng.1,E0,20/02/2021,Burnley,West Brom,0,0,D,M Dean,2.0,3.3,4.0,2.04,3.31,3.96,2026-07-20T17:14:54.284934,,,,,,,,,,,,
2020/2021,eng.1,E0,20/02/2021,Liverpool,Everton,0,2,A,C Kavanagh,1.44,4.5,7.0,1.47,4.59,6.79,2026-07-20T17:14:54.284951,,,,,,,,,,,,
2020/2021,eng.1,E0,20/02/2021,Fulham,Sheffield United,1,0,H,M Atkinson,2.15,3.2,3.6,2.2,3.19,3.61,2026-07-20T17:14:54.284968,,,,,,,,,,,,
2020/2021,eng.1,E0,21/02/2021,West Ham,Tottenham,2,1,H,C Pawson,2.62,3.4,2.7,2.64,3.33,2.73,2026-07-20T17:14:54.284984,,,,,,,,,,,,
2020/2021,eng.1,E0,21/02/2021,Aston Villa,Leicester,1,2,A,M Oliver,2.87,3.5,2.4,2.87,3.5,2.44,2026-07-20T17:14:54.285000,,,,,,,,,,,,
2020/2021,eng.1,E0,21/02/2021,Arsenal,Man City,0,1,A,J Moss,6.5,4.33,1.5,6.27,4.36,1.53,2026-07-20T17:14:54.285017,,,,,,,,,,,,
2020/2021,eng.1,E0,21/02/2021,Man United,Newcastle,3,1,H,P Tierney,1.28,5.5,10.0,1.3,5.75,10.27,2026-07-20T17:14:54.285034,,,,,,,,,,,,
2020/2021,eng.1,E0,22/02/2021,Brighton,Crystal Palace,1,2,A,K Friend,1.7,3.5,5.5,1.74,3.53,5.36,2026-07-20T17:14:54.285051,,,,,,,,,,,,
2020/2021,eng.1,E0,23/02/2021,Leeds,Southampton,3,0,H,A Marriner,2.25,3.5,3.1,2.34,3.47,3.06,2026-07-20T17:14:54.285067,,,,,,,,,,,,
2020/2021,eng.1,E0,27/02/2021,Man City,West Ham,2,1,H,M Oliver,1.22,6.5,12.0,1.23,6.55,12.55,2026-07-20T17:14:54.285084,,,,,,,,,,,,
2020/2021,eng.1,E0,27/02/2021,West Brom,Brighton,1,0,H,L Mason,4.2,3.3,1.95,4.14,3.44,1.96,2026-07-20T17:14:54.285105,,,,,,,,,,,,
2020/2021,eng.1,E0,27/02/2021,Leeds,Aston Villa,0,1,A,P Bankes,2.15,3.6,3.2,2.23,3.63,3.12,2026-07-20T17:14:54.285122,,,,,,,,,,,,
2020/2021,eng.1,E0,27/02/2021,Newcastle,Wolves,1,1,D,M Dean,3.5,3.2,2.2,3.51,3.12,2.28,2026-07-20T17:14:54.285138,,,,,,,,,,,,
2020/2021,eng.1,E0,28/02/2021,Crystal Palace,Fulham,0,0,D,A Taylor,3.5,3.2,2.2,3.49,3.17,2.26,2026-07-20T17:14:54.285154,,,,,,,,,,,,
2020/2021,eng.1,E0,28/02/2021,Leicester,Arsenal,1,3,A,P Tierney,2.5,3.4,2.8,2.51,3.34,2.89,2026-07-20T17:14:54.285171,,,,,,,,,,,,
2020/2021,eng.1,E0,28/02/2021,Tottenham,Burnley,4,0,H,K Friend,1.53,4.0,6.5,1.55,4.04,6.66,2026-07-20T17:14:54.285188,,,,,,,,,,,,
2020/2021,eng.1,E0,28/02/2021,Chelsea,Man United,0,0,D,S Attwell,2.15,3.4,3.4,2.27,3.29,3.35,2026-07-20T17:14:54.285205,,,,,,,,,,,,
2020/2021,eng.1,E0,28/02/2021,Sheffield United,Liverpool,0,2,A,J Moss,8.0,5.0,1.36,7.56,4.94,1.41,2026-07-20T17:14:54.285222,,,,,,,,,,,,
2020/2021,eng.1,E0,01/03/2021,Everton,Southampton,1,0,H,M Atkinson,2.15,3.5,3.3,2.19,3.45,3.34,2026-07-20T17:14:54.285240,,,,,,,,,,,,
2020/2021,eng.1,E0,02/03/2021,Man City,Wolves,4,1,H,C Kavanagh,1.18,7.0,15.0,1.22,6.41,15.26,2026-07-20T17:14:54.285257,,,,,,,,,,,,
2020/2021,eng.1,E0,03/03/2021,Burnley,Leicester,1,1,D,A Madley,4.0,3.25,2.0,3.97,3.3,2.05,2026-07-20T17:14:54.285274,,,,,,,,,,,,
2020/2021,eng.1,E0,03/03/2021,Sheffield United,Aston Villa,1,0,H,R Jones,3.75,3.4,2.05,3.73,3.44,2.07,2026-07-20T17:14:54.285290,,,,,,,,,,,,
2020/2021,eng.1,E0,03/03/2021,Crystal Palace,Man United,0,0,D,A Marriner,8.0,4.75,1.4,7.56,4.6,1.44,2026-07-20T17:14:54.285307,,,,,,,,,,,,
2020/2021,eng.1,E0,04/03/2021,Fulham,Tottenham,0,1,A,D Coote,4.0,3.6,1.9,3.95,3.57,1.96,2026-07-20T17:14:54.285324,,,,,,,,,,,,
2020/2021,eng.1,E0,04/03/2021,West Brom,Everton,0,1,A,D England,4.33,3.6,1.83,4.43,3.67,1.84,2026-07-20T17:14:54.285341,,,,,,,,,,,,
2020/2021,eng.1,E0,04/03/2021,Liverpool,Chelsea,0,1,A,M Atkinson,2.25,3.6,3.0,2.26,3.59,3.1,2026-07-20T17:14:54.285357,,,,,,,,,,,,
2020/2021,eng.1,E0,06/03/2021,Burnley,Arsenal,1,1,D,A Marriner,5.5,4.0,1.61,5.48,3.94,1.64,2026-07-20T17:14:54.285374,,,,,,,,,,,,
2020/2021,eng.1,E0,06/03/2021,Sheffield United,Southampton,0,2,A,P Tierney,3.6,3.5,2.0,3.67,3.4,2.09,2026-07-20T17:14:54.285390,,,,,,,,,,,,
2020/2021,eng.1,E0,06/03/2021,Aston Villa,Wolves,0,0,D,A Madley,2.37,3.25,3.1,2.42,3.2,3.14,2026-07-20T17:14:54.285409,,,,,,,,,,,,
2020/2021,eng.1,E0,06/03/2021,Brighton,Leicester,1,2,A,M Oliver,2.55,3.25,2.8,2.56,3.24,2.9,2026-07-20T17:14:54.285432,,,,,,,,,,,,
2020/2021,eng.1,E0,07/03/2021,West Brom,Newcastle,0,0,D,M Atkinson,2.37,3.2,3.1,2.45,3.2,3.09,2026-07-20T17:14:54.285450,,,,,,,,,,,,
2020/2021,eng.1,E0,07/03/2021,Liverpool,Fulham,0,1,A,K Friend,1.36,5.0,8.5,1.38,4.98,8.39,2026-07-20T17:14:54.285467,,,,,,,,,,,,
2020/2021,eng.1,E0,07/03/2021,Man City,Man United,0,2,A,A Taylor,1.45,4.5,7.0,1.5,4.35,6.74,2026-07-20T17:14:54.285487,,,,,,,,,,,,
2020/2021,eng.1,E0,07/03/2021,Tottenham,Crystal Palace,4,1,H,S Attwell,1.45,4.5,7.0,1.47,4.48,7.11,2026-07-20T17:14:54.285506,,,,,,,,,,,,
2020/2021,eng.1,E0,08/03/2021,Chelsea,Everton,2,0,H,D Coote,1.53,4.0,6.5,1.55,4.14,6.29,2026-07-20T17:14:54.285525,,,,,,,,,,,,
2020/2021,eng.1,E0,08/03/2021,West Ham,Leeds,2,0,H,M Dean,2.05,3.6,3.5,2.09,3.59,3.46,2026-07-20T17:14:54.285544,,,,,,,,,,,,
2020/2021,eng.1,E0,10/03/2021,Man City,Southampton,5,2,H,J Moss,1.18,7.5,15.0,1.21,6.91,14.17,2026-07-20T17:14:54.285563,,,,,,,,,,,,
2020/2021,eng.1,E0,12/03/2021,Newcastle,Aston Villa,1,1,D,P Tierney,3.8,3.3,2.05,3.8,3.33,2.09,2026-07-20T17:14:54.285583,,,,,,,,,,,,
2020/2021,eng.1,E0,13/03/2021,Leeds,Chelsea,0,0,D,K Friend,4.75,4.0,1.7,4.57,3.9,1.76,2026-07-20T17:14:54.285600,,,,,,,,,,,,
2020/2021,eng.1,E0,13/03/2021,Crystal Palace,West Brom,1,0,H,S Hooper,2.15,3.2,3.6,2.24,3.17,3.55,2026-07-20T17:14:54.285617,,,,,,,,,,,,
2020/2021,eng.1,E0,13/03/2021,Everton,Burnley,1,2,A,J Moss,1.83,3.5,4.5,1.88,3.49,4.42,2026-07-20T17:14:54.285633,,,,,,,,,,,,
2020/2021,eng.1,E0,13/03/2021,Fulham,Man City,0,3,A,A Marriner,10.0,5.0,1.33,9.63,4.98,1.35,2026-07-20T17:14:54.285650,,,,,,,,,,,,
2020/2021,eng.1,E0,14/03/2021,Southampton,Brighton,1,2,A,S Attwell,2.9,3.1,2.5,2.98,3.07,2.6,2026-07-20T17:14:54.285667,,,,,,,,,,,,
2020/2021,eng.1,E0,14/03/2021,Leicester,Sheffield United,5,0,H,P Bankes,1.5,4.2,6.5,1.54,4.12,6.6,2026-07-20T17:14:54.285684,,,,,,,,,,,,
2020/2021,eng.1,E0,14/03/2021,Arsenal,Tottenham,2,1,H,M Oliver,2.55,3.4,2.75,2.56,3.34,2.82,2026-07-20T17:14:54.285701,,,,,,,,,,,,
2020/2021,eng.1,E0,14/03/2021,Man United,West Ham,1,0,H,M Atkinson,1.83,3.6,4.33,1.86,3.57,4.42,2026-07-20T17:14:54.285735,,,,,,,,,,,,
2020/2021,eng.1,E0,15/03/2021,Wolves,Liverpool,0,1,A,C Pawson,4.75,3.75,1.72,4.81,3.74,1.76,2026-07-20T17:14:54.285754,,,,,,,,,,,,
2020/2021,eng.1,E0,19/03/2021,Fulham,Leeds,1,2,A,D Coote,2.37,3.4,3.0,2.43,3.35,3.0,2026-07-20T17:14:54.285771,,,,,,,,,,,,
2020/2021,eng.1,E0,20/03/2021,Brighton,Newcastle,3,0,H,A Taylor,1.66,3.5,6.0,1.66,3.54,6.24,2026-07-20T17:14:54.285788,,,,,,,,,,,,
