id,league_slug,match_date,home_team,away_team,bookmaker,home_odds,draw_odds,away_odds,over_2_5_odds,under_2_5_odds,fetched_at
1969,eng.1,2025-09-20,West Ham United,Crystal Palace,Pinnacle,3.09,3.39,2.41,2.05,1.85,2026-07-27 11:39:40
1970,eng.1,2025-09-20,West Ham United,Crystal Palace,Betway,2.9,3.4,2.4,,,2026-07-27 11:39:40
1971,eng.1,2025-09-20,West Ham United,Crystal Palace,Coral,2.9,3.4,2.4,,,2026-07-27 11:39:40
1972,eng.1,2025-09-20,West Ham United,Crystal Palace,Ladbrokes,2.87,3.3,2.37,,,2026-07-27 11:39:40
1973,eng.1,2025-09-20,Wolverhampton Wanderers,Leeds United,B365,2.7,3.2,2.75,2.3,1.62,2026-07-27 11:39:40
1974,eng.1,2025-09-20,Wolverhampton Wanderers,Leeds United,Pinnacle,2.78,3.21,2.76,2.35,1.65,2026-07-27 11:39:40
1975,eng.1,2025-09-20,Wolverhampton Wanderers,Leeds United,Betway,2.65,3.2,2.75,,,2026-07-27 11:39:40
1976,eng.1,2025-09-20,Wolverhampton Wanderers,Leeds United,Coral,2.62,3.2,2.75,,,2026-07-27 11:39:40
1977,eng.1,2025-09-20,Wolverhampton Wanderers,Leeds United,Ladbrokes,2.62,3.1,2.75,,,2026-07-27 11:39:40
1978,eng.1,2025-09-20,Manchester United,Chelsea,B365,2.6,3.8,2.45,1.57,2.38,2026-07-27 11:39:40
1979,eng.1,2025-09-20,Manchester United,Chelsea,Pinnacle,2.71,3.74,2.52,1.59,2.46,2026-07-27 11:39:40
1980,eng.1,2025-09-20,Manchester United,Chelsea,Betway,2.65,3.7,2.4,,,2026-07-27 11:39:40
1981,eng.1,2025-09-20,Manchester United,Chelsea,Coral,2.7,3.7,2.4,,,2026-07-27 11:39:40
1982,eng.1,2025-09-20,Manchester United,Chelsea,Ladbrokes,2.62,3.6,2.4,,,2026-07-27 11:39:40
1983,eng.1,2025-09-20,Fulham,Brentford,B365,2.0,3.4,3.8,2.0,1.85,2026-07-27 11:39:40
1984,eng.1,2025-09-20,Fulham,Brentford,Pinnacle,2.05,3.44,3.92,1.99,1.9,2026-07-27 11:39:40
1985,eng.1,2025-09-20,Fulham,Brentford,Betway,2.05,3.5,3.6,,,2026-07-27 11:39:40
1986,eng.1,2025-09-20,Fulham,Brentford,Coral,2.05,3.5,3.6,,,2026-07-27 11:39:40
1987,eng.1,2025-09-20,Fulham,Brentford,Ladbrokes,2.05,3.4,3.5,,,2026-07-27 11:39:40
1988,eng.1,2025-09-21,AFC Bournemouth,Newcastle United,B365,2.5,3.5,2.7,1.83,2.03,2026-07-27 11:39:40
1989,eng.1,2025-09-21,AFC Bournemouth,Newcastle United,Pinnacle,2.47,3.57,2.87,1.86,2.03,2026-07-27 11:39:40
1990,eng.1,2025-09-21,AFC Bournemouth,Newcastle United,Betway,2.5,3.4,2.75,,,2026-07-27 11:39:40
1991,eng.1,2025-09-21,AFC Bournemouth,Newcastle United,Coral,2.5,3.4,2.75,,,2026-07-27 11:39:40
1992,eng.1,2025-09-21,AFC Bournemouth,Newcastle United,Ladbrokes,2.45,3.4,2.7,,,2026-07-27 11:39:40
1993,eng.1,2025-09-21,Sunderland,Aston Villa,B365,3.4,3.5,2.1,2.2,1.67,2026-07-27 11:39:40
1994,eng.1,2025-09-21,Sunderland,Aston Villa,Pinnacle,3.71,3.37,2.14,2.23,1.71,2026-07-27 11:39:40
1995,eng.1,2025-09-21,Sunderland,Aston Villa,Betway,3.5,3.4,2.1,,,2026-07-27 11:39:40
1996,eng.1,2025-09-21,Sunderland,Aston Villa,Coral,3.5,3.4,2.1,,,2026-07-27 11:39:40
1997,eng.1,2025-09-21,Sunderland,Aston Villa,Ladbrokes,3.5,3.3,2.1,,,2026-07-27 11:39:40
1998,eng.1,2025-09-21,Arsenal,Manchester City,B365,1.85,3.9,3.8,1.8,2.0,2026-07-27 11:39:40
1999,eng.1,2025-09-21,Arsenal,Manchester City,Pinnacle,1.92,3.8,3.99,1.85,2.05,2026-07-27 11:39:40
2000,eng.1,2025-09-21,Arsenal,Manchester City,Betway,1.88,3.7,3.9,,,2026-07-27 11:39:40
2001,eng.1,2025-09-21,Arsenal,Manchester City,Coral,1.91,3.7,3.9,,,2026-07-27 11:39:40
2002,eng.1,2025-09-21,Arsenal,Manchester City,Ladbrokes,1.91,3.7,3.8,,,2026-07-27 11:39:40
2003,eng.1,2025-09-27,Brentford,Manchester United,B365,3.4,3.8,2.0,1.67,2.2,2026-07-27 11:39:40
2004,eng.1,2025-09-27,Brentford,Manchester United,Pinnacle,3.47,3.79,2.07,1.69,2.26,2026-07-27 11:39:40
2005,eng.1,2025-09-27,Brentford,Manchester United,Betway,3.4,3.75,2.0,,,2026-07-27 11:39:40
2006,eng.1,2025-09-27,Brentford,Manchester United,Coral,3.4,3.75,2.0,,,2026-07-27 11:39:40
2007,eng.1,2025-09-27,Brentford,Manchester United,Ladbrokes,3.4,3.7,2.0,,,2026-07-27 11:39:40
2008,eng.1,2025-09-27,Chelsea,Brighton & Hove Albion,B365,1.85,3.8,3.8,1.62,2.3,2026-07-27 11:39:40
2009,eng.1,2025-09-27,Chelsea,Brighton & Hove Albion,Pinnacle,1.9,3.86,3.98,1.63,2.37,2026-07-27 11:39:40
2010,eng.1,2025-09-27,Chelsea,Brighton & Hove Albion,Betway,1.85,3.9,3.8,,,2026-07-27 11:39:40
2011,eng.1,2025-09-27,Chelsea,Brighton & Hove Albion,Coral,1.85,3.9,3.8,,,2026-07-27 11:39:40
2012,eng.1,2025-09-27,Chelsea,Brighton & Hove Albion,Ladbrokes,1.85,3.9,3.8,,,2026-07-27 11:39:40
2013,eng.1,2025-09-27,Crystal Palace,Liverpool,B365,3.8,3.8,1.9,1.73,2.1,2026-07-27 11:39:40
2014,eng.1,2025-09-27,Crystal Palace,Liverpool,Pinnacle,3.93,3.73,1.95,1.8,2.09,2026-07-27 11:39:40
2015,eng.1,2025-09-27,Crystal Palace,Liverpool,Betway,3.75,3.75,1.9,,,2026-07-27 11:39:40
2016,eng.1,2025-09-27,Crystal Palace,Liverpool,Coral,3.75,3.75,1.91,,,2026-07-27 11:39:40
2017,eng.1,2025-09-27,Crystal Palace,Liverpool,Ladbrokes,3.7,3.75,1.91,,,2026-07-27 11:39:40
2018,eng.1,2025-09-27,Leeds United,AFC Bournemouth,B365,3.1,3.25,2.38,2.03,1.83,2026-07-27 11:39:40
2019,eng.1,2025-09-27,Leeds United,AFC Bournemouth,Pinnacle,2.99,3.32,2.51,2.05,1.85,2026-07-27 11:39:40
2020,eng.1,2025-09-27,Leeds United,AFC Bournemouth,Betway,2.9,3.3,2.4,,,2026-07-27 11:39:40
2021,eng.1,2025-09-27,Leeds United,AFC Bournemouth,Coral,2.9,3.3,2.4,,,2026-07-27 11:39:40
2022,eng.1,2025-09-27,Leeds United,AFC Bournemouth,Ladbrokes,2.87,3.3,2.4,,,2026-07-27 11:39:40
2023,eng.1,2025-09-27,Manchester City,Burnley,B365,1.17,7.5,15.0,1.44,2.75,2026-07-27 11:39:40
2024,eng.1,2025-09-27,Manchester City,Burnley,Pinnacle,1.17,8.36,14.45,1.45,2.77,2026-07-27 11:39:40
2025,eng.1,2025-09-27,Manchester City,Burnley,Betway,1.18,7.5,15.5,,,2026-07-27 11:39:40
2026,eng.1,2025-09-27,Manchester City,Burnley,Coral,1.18,7.5,15.0,,,2026-07-27 11:39:40
2027,eng.1,2025-09-27,Manchester City,Burnley,Ladbrokes,1.17,7.5,15.0,,,2026-07-27 11:39:40
2028,eng.1,2025-09-27,Nott'm Forest,Sunderland,B365,1.75,3.75,4.5,2.0,1.85,2026-07-27 11:39:40
2029,eng.1,2025-09-27,Nott'm Forest,Sunderland,Pinnacle,1.78,3.82,4.76,2.0,1.89,2026-07-27 11:39:40
2030,eng.1,2025-09-27,Nott'm Forest,Sunderland,Betway,1.78,3.7,4.5,,,2026-07-27 11:39:40
2031,eng.1,2025-09-27,Nott'm Forest,Sunderland,Coral,1.8,3.7,4.5,,,2026-07-27 11:39:40
2032,eng.1,2025-09-27,Nott'm Forest,Sunderland,Ladbrokes,1.75,3.6,4.5,,,2026-07-27 11:39:40
2033,eng.1,2025-09-27,Tottenham Hotspur,Wolverhampton Wanderers,B365,1.5,4.5,6.0,1.73,2.1,2026-07-27 11:39:40
2034,eng.1,2025-09-27,Tottenham Hotspur,Wolverhampton Wanderers,Pinnacle,1.49,4.96,6.08,1.75,2.15,2026-07-27 11:39:40
2035,eng.1,2025-09-27,Tottenham Hotspur,Wolverhampton Wanderers,Betway,1.49,4.5,6.25,,,2026-07-27 11:39:40
2036,eng.1,2025-09-27,Tottenham Hotspur,Wolverhampton Wanderers,Coral,1.48,4.5,6.0,,,2026-07-27 11:39:40
2037,eng.1,2025-09-27,Tottenham Hotspur,Wolverhampton Wanderers,Ladbrokes,1.48,4.5,6.0,,,2026-07-27 11:39:40
2038,eng.1,2025-09-28,Aston Villa,Fulham,B365,2.3,3.1,3.4,2.1,1.73,2026-07-27 11:39:40
2039,eng.1,2025-09-28,Aston Villa,Fulham,Pinnacle,2.3,3.15,3.55,2.17,1.75,2026-07-27 11:39:40
2040,eng.1,2025-09-28,Aston Villa,Fulham,Betway,2.25,3.2,3.3,,,2026-07-27 11:39:40
2041,eng.1,2025-09-28,Aston Villa,Fulham,Coral,2.25,3.2,3.3,,,2026-07-27 11:39:40
2042,eng.1,2025-09-28,Aston Villa,Fulham,Ladbrokes,2.25,3.2,3.3,,,2026-07-27 11:39:40
2043,eng.1,2025-09-28,Newcastle United,Arsenal,B365,3.6,3.4,2.1,2.1,1.73,2026-07-27 11:39:40
2044,eng.1,2025-09-28,Newcastle United,Arsenal,Pinnacle,3.64,3.4,2.15,2.19,1.74,2026-07-27 11:39:40
2045,eng.1,2025-09-28,Newcastle United,Arsenal,Betway,3.5,3.3,2.1,,,2026-07-27 11:39:40
2046,eng.1,2025-09-28,Newcastle United,Arsenal,Coral,3.5,3.3,2.1,,,2026-07-27 11:39:40
2047,eng.1,2025-09-28,Newcastle United,Arsenal,Ladbrokes,3.5,3.3,2.1,,,2026-07-27 11:39:40
2048,eng.1,2025-09-29,Everton,West Ham United,B365,1.7,3.75,5.0,1.93,1.93,2026-07-27 11:39:40
2049,eng.1,2025-09-29,Everton,West Ham United,Pinnacle,1.74,3.88,4.9,1.94,1.94,2026-07-27 11:39:40
2050,eng.1,2025-09-29,Everton,West Ham United,Betway,1.73,3.7,4.8,,,2026-07-27 11:39:40
2051,eng.1,2025-09-29,Everton,West Ham United,Coral,1.73,3.7,4.8,,,2026-07-27 11:39:40
2052,eng.1,2025-09-29,Everton,West Ham United,Ladbrokes,1.73,3.7,4.8,,,2026-07-27 11:39:40
2053,eng.1,2025-10-03,AFC Bournemouth,Fulham,B365,1.95,3.5,3.9,2.0,1.85,2026-07-27 11:39:40
2054,eng.1,2025-10-03,AFC Bournemouth,Fulham,Pinnacle,1.99,3.6,3.93,2.01,1.88,2026-07-27 11:39:40
2055,eng.1,2025-10-03,AFC Bournemouth,Fulham,Betway,1.95,3.5,3.9,,,2026-07-27 11:39:40
2056,eng.1,2025-10-03,AFC Bournemouth,Fulham,Coral,1.95,3.5,3.9,,,2026-07-27 11:39:40
2057,eng.1,2025-10-03,AFC Bournemouth,Fulham,Ladbrokes,1.95,3.5,3.9,,,2026-07-27 11:39:40
2058,eng.1,2025-10-04,Leeds United,Tottenham Hotspur,B365,2.7,3.5,2.5,1.95,1.9,2026-07-27 11:39:40
2059,eng.1,2025-10-04,Leeds United,Tottenham Hotspur,Pinnacle,2.78,3.56,2.55,1.97,1.92,2026-07-27 11:39:40
2060,eng.1,2025-10-04,Leeds United,Tottenham Hotspur,Betway,2.75,3.5,2.45,,,2026-07-27 11:39:40
2061,eng.1,2025-10-04,Leeds United,Tottenham Hotspur,Coral,2.75,3.5,2.45,,,2026-07-27 11:39:40
2062,eng.1,2025-10-04,Leeds United,Tottenham Hotspur,Ladbrokes,2.75,3.4,2.45,,,2026-07-27 11:39:40
2063,eng.1,2025-10-04,Arsenal,West Ham United,B365,1.18,6.5,17.0,1.53,2.5,2026-07-27 11:39:40
2064,eng.1,2025-10-04,Arsenal,West Ham United,Pinnacle,1.21,6.93,13.68,1.54,2.56,2026-07-27 11:39:40
2065,eng.1,2025-10-04,Arsenal,West Ham United,Betway,1.2,6.75,14.5,,,2026-07-27 11:39:40
2066,eng.1,2025-10-04,Arsenal,West Ham United,Coral,1.2,7.0,15.0,,,2026-07-27 11:39:40
2067,eng.1,2025-10-04,Arsenal,West Ham United,Ladbrokes,1.2,6.5,13.0,,,2026-07-27 11:39:40
2068,eng.1,2025-10-04,Manchester United,Sunderland,B365,1.5,4.75,5.75,1.62,2.3,2026-07-27 11:39:40
2069,eng.1,2025-10-04,Manchester United,Sunderland,Pinnacle,1.51,4.7,6.18,1.66,2.3,2026-07-27 11:39:40
2070,eng.1,2025-10-04,Manchester United,Sunderland,Betway,1.51,4.5,5.75,,,2026-07-27 11:39:40
2071,eng.1,2025-10-04,Manchester United,Sunderland,Coral,1.5,4.5,5.75,,,2026-07-27 11:39:40
2072,eng.1,2025-10-04,Manchester United,Sunderland,Ladbrokes,1.5,4.5,5.75,,,2026-07-27 11:39:40
2073,eng.1,2025-10-04,Chelsea,Liverpool,B365,2.8,3.75,2.3,1.53,2.5,2026-07-27 11:39:40
2074,eng.1,2025-10-04,Chelsea,Liverpool,Pinnacle,2.92,3.89,2.3,1.56,2.54,2026-07-27 11:39:40
2075,eng.1,2025-10-04,Chelsea,Liverpool,Betway,2.9,3.6,2.25,,,2026-07-27 11:39:40
2076,eng.1,2025-10-04,Chelsea,Liverpool,Coral,2.9,3.6,2.3,,,2026-07-27 11:39:40
2077,eng.1,2025-10-04,Chelsea,Liverpool,Ladbrokes,2.9,3.6,2.25,,,2026-07-27 11:39:40
2078,eng.1,2025-10-05,Aston Villa,Burnley,B365,1.6,4.0,5.75,1.98,1.88,2026-07-27 11:39:40
2079,eng.1,2025-10-05,Aston Villa,Burnley,Pinnacle,1.6,3.99,6.21,1.96,1.93,2026-07-27 11:39:40
2080,eng.1,2025-10-05,Aston Villa,Burnley,Betway,1.58,4.0,5.5,,,2026-07-27 11:39:40
2081,eng.1,2025-10-05,Aston Villa,Burnley,Coral,1.6,4.0,5.5,,,2026-07-27 11:39:40
2082,eng.1,2025-10-05,Aston Villa,Burnley,Ladbrokes,1.57,4.0,5.5,,,2026-07-27 11:39:40
2083,eng.1,2025-10-05,Everton,Crystal Palace,B365,2.45,3.25,3.0,2.2,1.67,2026-07-27 11:39:40
2084,eng.1,2025-10-05,Everton,Crystal Palace,Pinnacle,2.59,3.26,2.95,2.28,1.68,2026-07-27 11:39:40
2085,eng.1,2025-10-05,Everton,Crystal Palace,Betway,2.5,3.2,2.9,,,2026-07-27 11:39:40
2086,eng.1,2025-10-05,Everton,Crystal Palace,Coral,2.5,3.2,2.9,,,2026-07-27 11:39:40
2087,eng.1,2025-10-05,Everton,Crystal Palace,Ladbrokes,2.5,3.2,2.87,,,2026-07-27 11:39:40
2088,eng.1,2025-10-05,Newcastle United,Nott'm Forest,B365,1.57,4.2,5.5,1.73,2.1,2026-07-27 11:39:40
2089,eng.1,2025-10-05,Newcastle United,Nott'm Forest,Pinnacle,1.63,4.3,5.27,1.71,2.22,2026-07-27 11:39:40
2090,eng.1,2025-10-05,Newcastle United,Nott'm Forest,Betway,1.6,4.1,5.5,,,2026-07-27 11:39:40
2091,eng.1,2025-10-05,Newcastle United,Nott'm Forest,Coral,1.6,4.2,5.25,,,2026-07-27 11:39:40
2092,eng.1,2025-10-05,Newcastle United,Nott'm Forest,Ladbrokes,1.61,4.0,5.0,,,2026-07-27 11:39:40
2093,eng.1,2025-10-05,Wolverhampton Wanderers,Brighton & Hove Albion,B365,3.6,3.7,2.0,1.85,2.0,2026-07-27 11:39:40
2094,eng.1,2025-10-05,Wolverhampton Wanderers,Brighton & Hove Albion,Pinnacle,3.82,3.68,1.99,1.89,2.0,2026-07-27 11:39:40
2095,eng.1,2025-10-05,Wolverhampton Wanderers,Brighton & Hove Albion,Betway,3.7,3.6,1.98,,,2026-07-27 11:39:40
2096,eng.1,2025-10-05,Wolverhampton Wanderers,Brighton & Hove Albion,Coral,3.7,3.6,1.95,,,2026-07-27 11:39:40
2097,eng.1,2025-10-05,Wolverhampton Wanderers,Brighton & Hove Albion,Ladbrokes,3.6,3.6,1.95,,,2026-07-27 11:39:40
2098,eng.1,2025-10-05,Brentford,Manchester City,B365,4.75,4.5,1.62,1.57,2.38,2026-07-27 11:39:40
2099,eng.1,2025-10-05,Brentford,Manchester City,Pinnacle,4.87,4.5,1.64,1.61,2.42,2026-07-27 11:39:40
2100,eng.1,2025-10-05,Brentford,Manchester City,Betway,4.6,4.33,1.65,,,2026-07-27 11:39:40
2101,eng.1,2025-10-05,Brentford,Manchester City,Coral,4.6,4.33,1.65,,,2026-07-27 11:39:40
2102,eng.1,2025-10-05,Brentford,Manchester City,Ladbrokes,4.6,4.2,1.65,,,2026-07-27 11:39:40
2103,eng.1,2025-10-18,Nott'm Forest,Chelsea,B365,3.7,3.8,1.95,1.73,2.1,2026-07-27 11:39:40
2104,eng.1,2025-10-18,Nott'm Forest,Chelsea,Pinnacle,3.77,3.88,1.95,1.71,2.22,2026-07-27 11:39:40
2105,eng.1,2025-10-18,Nott'm Forest,Chelsea,Betway,3.75,3.7,1.93,,,2026-07-27 11:39:40
2106,eng.1,2025-10-18,Nott'm Forest,Chelsea,Coral,3.75,3.7,1.91,,,2026-07-27 11:39:40
2107,eng.1,2025-10-18,Nott'm Forest,Chelsea,Ladbrokes,3.75,3.6,1.91,,,2026-07-27 11:39:40
2108,eng.1,2025-10-18,Brighton & Hove Albion,Newcastle United,B365,2.63,3.4,2.6,1.88,1.98,2026-07-27 11:39:40
2109,eng.1,2025-10-18,Brighton & Hove Albion,Newcastle United,Pinnacle,2.71,3.52,2.64,1.88,2.01,2026-07-27 11:39:40
2110,eng.1,2025-10-18,Brighton & Hove Albion,Newcastle United,Betway,2.6,3.4,2.65,,,2026-07-27 11:39:40
2111,eng.1,2025-10-18,Brighton & Hove Albion,Newcastle United,Coral,2.6,3.4,2.62,,,2026-07-27 11:39:40
2112,eng.1,2025-10-18,Brighton & Hove Albion,Newcastle United,Ladbrokes,2.6,3.4,2.62,,,2026-07-27 11:39:40
2113,eng.1,2025-10-18,Burnley,Leeds United,B365,3.25,3.25,2.25,2.2,1.67,2026-07-27 11:39:40
2114,eng.1,2025-10-18,Burnley,Leeds United,Pinnacle,3.43,3.29,2.28,2.35,1.65,2026-07-27 11:39:40
2115,eng.1,2025-10-18,Burnley,Leeds United,Betway,3.2,3.25,2.3,,,2026-07-27 11:39:40
2116,eng.1,2025-10-18,Burnley,Leeds United,Coral,3.2,3.25,2.3,,,2026-07-27 11:39:40
2117,eng.1,2025-10-18,Burnley,Leeds United,Ladbrokes,3.2,3.2,2.3,,,2026-07-27 11:39:40
2118,eng.1,2025-10-18,Crystal Palace,AFC Bournemouth,B365,2.2,3.4,3.25,1.95,1.9,2026-07-27 11:39:40
2119,eng.1,2025-10-18,Crystal Palace,AFC Bournemouth,Pinnacle,2.23,3.4,3.43,1.96,1.93,2026-07-27 11:39:40
2120,eng.1,2025-10-18,Crystal Palace,AFC Bournemouth,Betway,2.25,3.4,3.1,,,2026-07-27 11:39:40
2121,eng.1,2025-10-18,Crystal Palace,AFC Bournemouth,Coral,2.25,3.4,3.1,,,2026-07-27 11:39:40
2122,eng.1,2025-10-18,Crystal Palace,AFC Bournemouth,Ladbrokes,2.25,3.4,3.1,,,2026-07-27 11:39:40
2123,eng.1,2025-10-18,Manchester City,Everton,B365,1.4,5.0,7.0,1.73,2.1,2026-07-27 11:39:40
2124,eng.1,2025-10-18,Manchester City,Everton,Pinnacle,1.39,5.29,7.71,1.73,2.18,2026-07-27 11:39:40
2125,eng.1,2025-10-18,Manchester City,Everton,Betway,1.41,4.8,7.25,,,2026-07-27 11:39:40
2126,eng.1,2025-10-18,Manchester City,Everton,Coral,1.4,4.8,7.5,,,2026-07-27 11:39:40
2127,eng.1,2025-10-18,Manchester City,Everton,Ladbrokes,1.4,4.8,7.0,,,2026-07-27 11:39:40
2128,eng.1,2025-10-18,Sunderland,Wolverhampton Wanderers,B365,2.5,3.0,3.1,2.5,1.53,2026-07-27 11:39:40
2129,eng.1,2025-10-18,Sunderland,Wolverhampton Wanderers,Pinnacle,2.5,3.07,3.25,2.56,1.55,2026-07-27 11:39:40
2130,eng.1,2025-10-18,Sunderland,Wolverhampton Wanderers,Betway,2.45,3.1,3.1,,,2026-07-27 11:39:40
2131,eng.1,2025-10-18,Sunderland,Wolverhampton Wanderers,Coral,2.45,3.1,3.1,,,2026-07-27 11:39:40
2132,eng.1,2025-10-18,Sunderland,Wolverhampton Wanderers,Ladbrokes,2.4,3.1,3.1,,,2026-07-27 11:39:40
2133,eng.1,2025-10-18,Fulham,Arsenal,B365,5.75,4.1,1.55,1.98,1.88,2026-07-27 11:39:40
2134,eng.1,2025-10-18,Fulham,Arsenal,Pinnacle,5.98,4.46,1.55,1.99,1.89,2026-07-27 11:39:40
2135,eng.1,2025-10-18,Fulham,Arsenal,Betway,6.0,4.1,1.55,,,2026-07-27 11:39:40
2136,eng.1,2025-10-18,Fulham,Arsenal,Coral,6.0,4.0,1.55,,,2026-07-27 11:39:40
2137,eng.1,2025-10-18,Fulham,Arsenal,Ladbrokes,6.0,4.0,1.55,,,2026-07-27 11:39:40
2138,eng.1,2025-10-19,Tottenham Hotspur,Aston Villa,B365,2.05,3.5,3.5,1.83,2.03,2026-07-27 11:39:40
2139,eng.1,2025-10-19,Tottenham Hotspur,Aston Villa,Pinnacle,2.07,3.77,3.5,1.85,2.04,2026-07-27 11:39:40
2140,eng.1,2025-10-19,Tottenham Hotspur,Aston Villa,Betway,2.05,3.6,3.4,,,2026-07-27 11:39:40
2141,eng.1,2025-10-19,Tottenham Hotspur,Aston Villa,Coral,2.1,3.6,3.4,,,2026-07-27 11:39:40
2142,eng.1,2025-10-19,Tottenham Hotspur,Aston Villa,Ladbrokes,2.05,3.5,3.3,,,2026-07-27 11:39:40
2143,eng.1,2025-10-19,Liverpool,Manchester United,B365,1.6,4.5,5.0,1.44,2.75,2026-07-27 11:39:40
2144,eng.1,2025-10-19,Liverpool,Manchester United,Pinnacle,1.63,4.27,5.32,1.44,2.81,2026-07-27 11:39:40
2145,eng.1,2025-10-19,Liverpool,Manchester United,Betway,1.61,4.4,4.8,,,2026-07-27 11:39:40
2146,eng.1,2025-10-19,Liverpool,Manchester United,Coral,1.61,4.4,4.8,,,2026-07-27 11:39:40
2147,eng.1,2025-10-19,Liverpool,Manchester United,Ladbrokes,1.6,4.33,4.8,,,2026-07-27 11:39:40
2148,eng.1,2025-10-20,West Ham United,Brentford,B365,2.5,3.25,2.88,1.9,1.95,2026-07-27 11:39:40
2149,eng.1,2025-10-20,West Ham United,Brentford,Pinnacle,2.54,3.43,2.87,1.94,1.94,2026-07-27 11:39:40
2150,eng.1,2025-10-20,West Ham United,Brentford,Betway,2.5,3.3,2.8,,,2026-07-27 11:39:40
2151,eng.1,2025-10-20,West Ham United,Brentford,Coral,2.5,3.3,2.8,,,2026-07-27 11:39:40
2152,eng.1,2025-10-20,West Ham United,Brentford,Ladbrokes,2.45,3.3,2.8,,,2026-07-27 11:39:40
2153,eng.1,2025-10-24,Leeds United,West Ham United,B365,1.8,3.5,4.75,2.1,1.73,2026-07-27 11:39:40
2154,eng.1,2025-10-24,Leeds United,West Ham United,Pinnacle,1.82,3.72,4.72,2.1,1.79,2026-07-27 11:39:40
2155,eng.1,2025-10-24,Leeds United,West Ham United,Betway,1.8,3.6,4.5,,,2026-07-27 11:39:40
2156,eng.1,2025-10-24,Leeds United,West Ham United,Coral,1.8,3.6,4.5,,,2026-07-27 11:39:40
2157,eng.1,2025-10-24,Leeds United,West Ham United,Ladbrokes,1.8,3.6,4.4,,,2026-07-27 11:39:40
2158,eng.1,2025-10-25,Chelsea,Sunderland,B365,1.36,4.75,9.0,1.73,2.1,2026-07-27 11:39:40
2159,eng.1,2025-10-25,Chelsea,Sunderland,Pinnacle,1.38,5.22,8.0,1.76,2.14,2026-07-27 11:39:40
2160,eng.1,2025-10-25,Chelsea,Sunderland,Betway,1.38,5.0,8.0,,,2026-07-27 11:39:40
2161,eng.1,2025-10-25,Chelsea,Sunderland,Coral,1.36,5.0,8.0,,,2026-07-27 11:39:40
2162,eng.1,2025-10-25,Chelsea,Sunderland,Ladbrokes,1.36,4.8,8.0,,,2026-07-27 11:39:40
2163,eng.1,2025-10-25,Newcastle United,Fulham,B365,1.62,3.9,5.5,1.93,1.93,2026-07-27 11:39:40
2164,eng.1,2025-10-25,Newcastle United,Fulham,Pinnacle,1.65,3.97,5.59,1.96,1.93,2026-07-27 11:39:40
2165,eng.1,2025-10-25,Newcastle United,Fulham,Betway,1.63,4.0,5.25,,,2026-07-27 11:39:40
2166,eng.1,2025-10-25,Newcastle United,Fulham,Coral,1.61,4.0,5.25,,,2026-07-27 11:39:40
2167,eng.1,2025-10-25,Newcastle United,Fulham,Ladbrokes,1.61,3.9,5.25,,,2026-07-27 11:39:40
2168,eng.1,2025-10-25,Manchester United,Brighton & Hove Albion,B365,1.95,3.8,3.5,1.53,2.5,2026-07-27 11:39:40
2169,eng.1,2025-10-25,Manchester United,Brighton & Hove Albion,Pinnacle,2.0,3.92,3.57,1.53,2.6,2026-07-27 11:39:40
2170,eng.1,2025-10-25,Manchester United,Brighton & Hove Albion,Betway,2.0,3.75,3.4,,,2026-07-27 11:39:40
2171,eng.1,2025-10-25,Manchester United,Brighton & Hove Albion,Coral,2.05,3.75,3.4,,,2026-07-27 11:39:40
2172,eng.1,2025-10-25,Manchester United,Brighton & Hove Albion,Ladbrokes,2.0,3.7,3.3,,,2026-07-27 11:39:40
2173,eng.1,2025-10-25,Brentford,Liverpool,B365,4.1,4.2,1.75,1.53,2.5,2026-07-27 11:39:40
2174,eng.1,2025-10-25,Brentford,Liverpool,Pinnacle,4.25,4.18,1.78,1.56,2.49,2026-07-27 11:39:40
2175,eng.1,2025-10-25,Brentford,Liverpool,Betway,4.33,4.2,1.71,,,2026-07-27 11:39:40
2176,eng.1,2025-10-25,Brentford,Liverpool,Coral,4.33,4.2,1.7,,,2026-07-27 11:39:40
2177,eng.1,2025-10-25,Brentford,Liverpool,Ladbrokes,4.2,4.2,1.7,,,2026-07-27 11:39:40
2178,eng.1,2025-10-26,Arsenal,Crystal Palace,B365,1.4,4.75,7.5,1.73,2.1,2026-07-27 11:39:40
2179,eng.1,2025-10-26,Arsenal,Crystal Palace,Pinnacle,1.44,4.71,7.49,1.79,2.1,2026-07-27 11:39:40
2180,eng.1,2025-10-26,Arsenal,Crystal Palace,Betway,1.41,4.75,7.5,,,2026-07-27 11:39:40
2181,eng.1,2025-10-26,Arsenal,Crystal Palace,Coral,1.4,4.6,7.5,,,2026-07-27 11:39:40
2182,eng.1,2025-10-26,Arsenal,Crystal Palace,Ladbrokes,1.4,4.6,7.5,,,2026-07-27 11:39:40
2183,eng.1,2025-10-26,Aston Villa,Manchester City,B365,4.33,3.8,1.8,1.73,2.1,2026-07-27 11:39:40
2184,eng.1,2025-10-26,Aston Villa,Manchester City,Pinnacle,4.24,4.06,1.81,1.81,2.08,2026-07-27 11:39:40
2185,eng.1,2025-10-26,Aston Villa,Manchester City,Betway,4.0,3.75,1.85,,,2026-07-27 11:39:40
2186,eng.1,2025-10-26,Aston Villa,Manchester City,Coral,4.0,3.75,1.85,,,2026-07-27 11:39:40
